customer_tweet_id,customer_text,customer_time,agent_tweet_id,agent_text,agent_time,customer_clean,agent_clean,pair_id
1671872,"First never last, another flight @AmericanAir ✈️💋 https://t.co/YGqMJYUNxX",2015-12-21 17:43:15+00:00,1671869,"@508852 We're happy to have you on board again, Sybil! Enjoy the First Class perks. #VIP",Mon Dec 21 18:03:55 +0000 2015,"First never last, another flight ✈️💋","We're happy to have you on board again, Sybil! Enjoy the First Class perks. #VIP",AA-000010
900353,.@AmericanAir confirms I can take my #yoga mat as carry on luggage. Namaste 🙏🏻,2016-01-30 03:59:55+00:00,900352,"@333737 The mat would need to fit in your carry-on allotment, Hayley. Here are the dimensions: https://t.co/AqqDo7IbvB #Namaste",Sat Jan 30 04:07:35 +0000 2016,. confirms I can take my #yoga mat as carry on luggage. Namaste 🙏🏻,"The mat would need to fit in your carry-on allotment, Hayley. Here are the dimensions: #Namaste",AA-000011
900349,@AmericanAir My yoga mat is 70cm x 11cm rolled up. Can you confirm it's within carry on limit? I was given okay by your call centre.,2016-02-02 07:47:44+00:00,900347,"@333737 Hayley, here's a great link with all our carry-on info: https://t.co/AqqDo7IbvB",Tue Feb 02 07:51:08 +0000 2016,My yoga mat is 70cm x 11cm rolled up. Can you confirm it's within carry on limit? I was given okay by your call centre.,"Hayley, here's a great link with all our carry-on info:",AA-000012
240372,"@AmericanAir The airline that loses children, seats pedophiles next to lone children.
The ""american"" way it would seem.",2016-08-27 13:39:57+00:00,240370,@173093 We take excellent care of the little ones that travel with us. Please let us know if we can help you.,Sat Aug 27 13:47:08 +0000 2016,"The airline that loses children, seats pedophiles next to lone children. The ""american"" way it would seem.",We take excellent care of the little ones that travel with us. Please let us know if we can help you.,AA-000013
1192217,@AmericanAir#advantageprogramisworthless,2016-08-29 18:21:25+00:00,1192216,@400210 We're so sorry you feel this way. What's going on?,Mon Aug 29 18:35:19 +0000 2016,#advantageprogramisworthless,We're so sorry you feel this way. What's going on?,AA-000014
1192215,"@AmericanAir I have 300,000 miles that I'm never able to use for a decent price. Would you please be more like Southwest?",2016-08-29 18:36:34+00:00,1192213,@400210 We're sorry you're unhappy with the award program we offer. Those miles can take you around the world and back.,Mon Aug 29 18:56:09 +0000 2016,"I have 300,000 miles that I'm never able to use for a decent price. Would you please be more like Southwest?",We're sorry you're unhappy with the award program we offer. Those miles can take you around the world and back.,AA-000015
2581385,Quite frustrated with @AmericanAir. Plane is delayed at the gate because the pilot is nowhere to be found. 😡,2016-11-18 21:18:03+00:00,2581383,@731615 That not quite the plan we had in mind for you today. Thank you in advance for your patience.,Fri Nov 18 21:45:54 +0000 2016,Quite frustrated with . Plane is delayed at the gate because the pilot is nowhere to be found. 😡,That not quite the plan we had in mind for you today. Thank you in advance for your patience.,AA-000016
1850519,@AmericanAir New for 2017 - one more tier added to sub-first class boarding process...#snafu,2017-01-09 17:10:41+00:00,1850518,@553978 We know our changes may take some time to adjust to. We'll try to make this process as smooth as possible.,Mon Jan 09 17:57:15 +0000 2017,New for 2017 - one more tier added to sub-first class boarding process...#snafu,We know our changes may take some time to adjust to. We'll try to make this process as smooth as possible.,AA-000017
1850517,"@AmericanAir if this morning's SFO boarding process is ""system wide"", it is a change I am happy to adjust to.",2017-01-13 15:39:19+00:00,1850516,@553978 Your boarding process should always be seamless and enjoyable. This is what we love to hear!,Fri Jan 13 16:01:54 +0000 2017,"if this morning's SFO boarding process is ""system wide"", it is a change I am happy to adjust to.",Your boarding process should always be seamless and enjoyable. This is what we love to hear!,AA-000018
2901886,@AmericanAir your unaccompanied minor booking process is painful.  Both of the csr I spoke to were rude.  I just went with @116450,2017-01-21 19:33:35+00:00,2901884,@803772 We're sorry to hear you're disappointed with us. We'd love another opportunity to earn your business.,Sat Jan 21 20:27:23 +0000 2017,your unaccompanied minor booking process is painful. Both of the csr I spoke to were rude. I just went with,We're sorry to hear you're disappointed with us. We'd love another opportunity to earn your business.,AA-000019
2442698,. @AmericanAir need help asap,2017-03-29 18:27:34+00:00,2442696,@700469 We're right here! What's going on?,Wed Mar 29 18:46:51 +0000 2017,. need help asap,We're right here! What's going on?,AA-000020
1031865,@AmericanAir Pueden contestar que paso con mi maleta @AmericanAir SE LA ROBARON,2017-04-03 23:33:12+00:00,1031863,@364156 Vamos a enviar un mensaje a nuestros especialistas para que alguien se comunique contigo y te den información de tu caso.,Mon Apr 03 23:59:11 +0000 2017,Pueden contestar que paso con mi maleta SE LA ROBARON,Vamos a enviar un mensaje a nuestros especialistas para que alguien se comunique contigo y te den información de tu caso.,AA-000021
1013024,"@AmericanAir FA comes to row 13, says first person this row to raise their hand gets the last upgrade to 1st. Then takes a woman in row 12 😡",2017-04-16 21:54:50+00:00,1013022,"@359489 Please reach out to a crewmember for help, Tracie.",Sun Apr 16 22:14:08 +0000 2017,"FA comes to row 13, says first person this row to raise their hand gets the last upgrade to 1st. Then takes a woman in row 12 😡","Please reach out to a crewmember for help, Tracie.",AA-000022
1307621,"The joy of flying @AmericanAir A321 first class. No TV, outlets and less legroom than an exit row. Truly @JetBlue economy is better https://t.co/GRcvXLGXFB",2017-04-24 00:40:23+00:00,1307619,@126402 We're working on renewing our fleet to give you what you need and we know you're going to love what's coming.,Mon Apr 24 00:46:43 +0000 2017,"The joy of flying A321 first class. No TV, outlets and less legroom than an exit row. Truly economy is better",We're working on renewing our fleet to give you what you need and we know you're going to love what's coming.,AA-000023
1204869,@AmericanAir please stop trying to sell me miles. They're worthless compared to SW,2017-05-01 15:57:37+00:00,1204867,"@400210 We don't want you to feel that way, we love having you with us and would like to continue doing so.",Mon May 01 16:48:24 +0000 2017,please stop trying to sell me miles. They're worthless compared to SW,"We don't want you to feel that way, we love having you with us and would like to continue doing so.",AA-000024
1204868,@AmericanAir Lower mileage requirements so these can be used effectively (like SW),2017-05-01 17:00:46+00:00,1204870,@400210 We think our AAdvantage program is top notch; however we do value your feedback. We hope to see you in the air soon.,Mon May 01 18:17:14 +0000 2017,Lower mileage requirements so these can be used effectively (like SW),We think our AAdvantage program is top notch; however we do value your feedback. We hope to see you in the air soon.,AA-000025
2061308,It's actually amazing how much racism I've experienced on @AmericanAir this morning for sitting with a friend. Like genuinely amazing.,2017-05-02 09:05:14+00:00,2061306,@609638 We don't tolerate discrimination of any kind. Please share details and your record locator. We want to look into this quickly.,Tue May 02 09:09:12 +0000 2017,It's actually amazing how much racism I've experienced on this morning for sitting with a friend. Like genuinely amazing.,We don't tolerate discrimination of any kind. Please share details and your record locator. We want to look into this quickly.,AA-000026
2835560,First leg to an exciting Cabo visit!  @661325 @AmericanAir https://t.co/ETOGPjykOF,2017-05-17 21:41:24+00:00,2835558,@789272 Thanks for including us in your family vacation. Our crew is prepared to take excellent care of you!,Wed May 17 22:26:00 +0000 2017,First leg to an exciting Cabo visit!,Thanks for including us in your family vacation. Our crew is prepared to take excellent care of you!,AA-000027
2379272,@AmericanAir Two kids under 7 &amp; you switch equipment and give the 4 of us middle seats all over the airplane.  Unacceptable Speechless Livid,2017-06-11 19:58:10+00:00,2379270,"@356471 We're very sorry for the inconveniences, Jim, but we know our agents did everything possible to get your family together.",Sun Jun 11 20:04:26 +0000 2017,Two kids under 7 & you switch equipment and give the 4 of us middle seats all over the airplane. Unacceptable Speechless Livid,"We're very sorry for the inconveniences, Jim, but we know our agents did everything possible to get your family together.",AA-000028
2731928,@AmericanAir disappointing that the biz class seats in your DFW-AMS flight were old-style without full recline or updated media features.,2017-06-17 17:08:38+00:00,2731927,@761261 We're bringing new planes into the fleet as fast as we can.  We hope to see you on board one of our new birds soon.,Sat Jun 17 18:51:04 +0000 2017,disappointing that the biz class seats in your DFW-AMS flight were old-style without full recline or updated media features.,We're bringing new planes into the fleet as fast as we can. We hope to see you on board one of our new birds soon.,AA-000029
879093,".@AmericanAir My wife traveled solo today w/ our 2 &amp; 3 year old &amp; expected to be able to pre-board.Was told ""We don't do that anymore"".True?",2017-06-28 03:48:19+00:00,879091,@328707 We're happy to look into it if it's requested prior to boarding time. Please DM her record locator and details.,Wed Jun 28 03:56:01 +0000 2017,". My wife traveled solo today w/ our 2 & 3 year old & expected to be able to pre-board.Was told ""We don't do that anymore"".True?",We're happy to look into it if it's requested prior to boarding time. Please DM her record locator and details.,AA-000030
879092,"@AmericanAir Apologies, as a frequent flyer, other airlines provide the courtesy of pre-board when you fly w/ young children. Didn't know had to request.",2017-06-28 04:01:53+00:00,879094,@328707 We do things just a little different around here! We hope they all had a fabulous time on board.,Wed Jun 28 04:09:29 +0000 2017,"Apologies, as a frequent flyer, other airlines provide the courtesy of pre-board when you fly w/ young children. Didn't know had to request.",We do things just a little different around here! We hope they all had a fabulous time on board.,AA-000031
2239376,"@AmericanAir This is happening on Flight 937, DFW to LAX, Seats 11B &amp; 11A. What's your harassment policy? #AmericanAirlines #FatShaming https://t.co/Csd3iOxBdT",2017-06-29 17:29:58+00:00,2239374,"@652951 If you need assistance, please speak to a flight attendant. Please DM what's going on and your record locator.",Thu Jun 29 17:34:48 +0000 2017,"This is happening on Flight 937, DFW to LAX, Seats 11B & 11A. What's your harassment policy? #AmericanAirlines #FatShaming","If you need assistance, please speak to a flight attendant. Please DM what's going on and your record locator.",AA-000032
1243993,"@AmericanAir I've been flying AA exclusively for 5+ years, but this week was the worst flying experience I've ever had...please help",2017-06-30 18:35:36+00:00,1243992,@411850 We don't like the sound of this. We want to get back on your good side. Where can we start?,Fri Jun 30 19:37:56 +0000 2017,"I've been flying AA exclusively for 5+ years, but this week was the worst flying experience I've ever had...please help",We don't like the sound of this. We want to get back on your good side. Where can we start?,AA-000033
899404,@AmericanAir Thank you for NOT helping our family friends back home and deny them service AFTER they bought their tickets and no refund. 😡,2017-07-05 21:31:47+00:00,899402,"@333537 If you're friends are needing assistance, please have them call our specialists at 800-433-7300.",Wed Jul 05 23:20:10 +0000 2017,Thank you for NOT helping our family friends back home and deny them service AFTER they bought their tickets and no refund. 😡,"If you're friends are needing assistance, please have them call our specialists at 800-433-7300.",AA-000034
2453430,"@AmericanAir: cust svc says ""they'll say the same - said that's as far as I could go.""  WHO will help me??",2017-07-17 18:10:13+00:00,2453429,"@702893 Please send us a DM with your concerns, and we'll see if we can get any help for you.",Mon Jul 17 18:51:24 +0000 2017,": cust svc says ""they'll say the same - said that's as far as I could go."" WHO will help me??","Please send us a DM with your concerns, and we'll see if we can get any help for you.",AA-000035
2805831,Charging unit on coach seats! Should be standard on every plane! Thanks @AmericanAir! A319 plane https://t.co/TpD5tpNhkt,2017-07-26 16:41:31+00:00,2805829,@782565 You're very welcome! Have a great flight.,Wed Jul 26 17:22:51 +0000 2017,Charging unit on coach seats! Should be standard on every plane! Thanks ! A319 plane,You're very welcome! Have a great flight.,AA-000036
2401209,At this moment in history we should be teaching our employees about love and inclusivity @AmericanAir. That was worst part of this night.,2017-08-03 06:52:46+00:00,2401207,@661647 Your comments have us concerned. Please meet us in DMs with your record locator and details.,Thu Aug 03 06:58:33 +0000 2017,At this moment in history we should be teaching our employees about love and inclusivity . That was worst part of this night.,Your comments have us concerned. Please meet us in DMs with your record locator and details.,AA-000037
1530187,"@AmericanAir Why is flight AA0735, MAN-PHL on Aug07 delayed?",2017-08-07 09:20:27+00:00,1530186,"@474899 It looks like there is a maintenance delay, Ben. We show an estimated departure time of 12:15p.",Mon Aug 07 09:33:32 +0000 2017,"Why is flight AA0735, MAN-PHL on Aug07 delayed?","It looks like there is a maintenance delay, Ben. We show an estimated departure time of 12:15p.",AA-000038
262547,@AmericanAir Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option @AmericanAir,2017-08-11 16:46:40+00:00,262546,"@178541 We don't want you to miss one bit of your holiday, Sajjad. Please follow and DM your record locator and we'll be happy to take a look.",Fri Aug 11 17:28:10 +0000 2017,Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option,"We don't want you to miss one bit of your holiday, Sajjad. Please follow and DM your record locator and we'll be happy to take a look.",AA-000039
262536,@AmericanAir Thank you for the speedy response. Appreciate the offer for help. Will await your response. Thank you @AmericanAir,2017-08-11 17:37:52+00:00,262534,@178541 We've received and have responded to your DM.,Fri Aug 11 17:50:43 +0000 2017,Thank you for the speedy response. Appreciate the offer for help. Will await your response. Thank you,We've received and have responded to your DM.,AA-000040
262535,"@AmericanAir Disappointed that from a 90 min flight, i now have a 10+ hour trip DC to Toronto via Miami, with a 2 year old, and all u can do is apologize",2017-08-11 18:04:30+00:00,262537,@178541 Please continue to work with our Reservations team at 800-433-7300. They can double check if any seats on the non-stop flight become open.,Fri Aug 11 18:33:42 +0000 2017,"Disappointed that from a 90 min flight, i now have a 10+ hour trip DC to Toronto via Miami, with a 2 year old, and all u can do is apologize",Please continue to work with our Reservations team at 800-433-7300. They can double check if any seats on the non-stop flight become open.,AA-000041
291315,@AmericanAir thanks for the quiet oasis on top of the downstairs storm here in DCA! #Peaceful https://t.co/iP5FYInIjG,2017-08-16 09:06:34+00:00,291313,"@185365 You've got the place all to yourself, kick up your feet, and enjoy the #peaceandquiet.",Wed Aug 16 09:08:51 +0000 2017,thanks for the quiet oasis on top of the downstairs storm here in DCA! #Peaceful,"You've got the place all to yourself, kick up your feet, and enjoy the #peaceandquiet.",AA-000042
326997,@AmericanAir Gate change w/o notice 2 diff terminal flight cancelled due 2 maintenance issues no flights til SUNDAY no refunds #neveragain,2017-08-19 00:15:57+00:00,326995,@193926 Well this isn't the experience we wanted for you at all. Our sincerest apologies.,Sat Aug 19 03:47:22 +0000 2017,Gate change w/o notice 2 diff terminal flight cancelled due 2 maintenance issues no flights til SUNDAY no refunds #neveragain,Well this isn't the experience we wanted for you at all. Our sincerest apologies.,AA-000043
1487956,"On tarmac at DCA for over 1.5 hrs w/o explanation from @AmericanAir while other planes take off. This, after a 20 hr trip from hell on Thur.",2017-08-21 23:39:23+00:00,1487957,"@465596 There's weather in the DCA area which is causing air traffic congestion. When it's our turn, Air Traffic Control will give us the go ahead.",Tue Aug 22 00:41:17 +0000 2017,"On tarmac at DCA for over 1.5 hrs w/o explanation from while other planes take off. This, after a 20 hr trip from hell on Thur.","There's weather in the DCA area which is causing air traffic congestion. When it's our turn, Air Traffic Control will give us the go ahead.",AA-000044
272637,Future flts with ANY other airline  than AA when possible - lack of customer service the priority @AmericanAir,2017-08-22 01:14:49+00:00,272635,"@181092 We're so sorry this has been your experience. If we can help with anything, then please let us know.",Tue Aug 22 02:35:39 +0000 2017,Future flts with ANY other airline than AA when possible - lack of customer service the priority,"We're so sorry this has been your experience. If we can help with anything, then please let us know.",AA-000045
1247249,"@AmericanAir: With @206281 (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?",2017-08-25 12:24:49+00:00,1247247,@198581 We'd love to have you come fly with us! Please contact AAdvantage Customer Service at 800-882-8880 for more info.,Fri Aug 25 12:54:09 +0000 2017,": With (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?",We'd love to have you come fly with us! Please contact AAdvantage Customer Service at 800-882-8880 for more info.,AA-000046
1038655,@AmericanAir can you help me please,2017-08-27 04:51:39+00:00,1038653,"@365739 Of course, what can we help with?",Sun Aug 27 04:52:24 +0000 2017,can you help me please,"Of course, what can we help with?",AA-000047
417821,@americanair just found out you don't recycle the thousands of clear cups used each day on thousands of flights...?! Do better AA!,2017-08-28 17:00:16+00:00,417819,@214692 We love to recycle! Check out the details including our mission for reducing our environmental impact: https://t.co/pLPtpaMVOl,Mon Aug 28 17:05:34 +0000 2017,just found out you don't recycle the thousands of clear cups used each day on thousands of flights...?! Do better AA!,We love to recycle! Check out the details including our mission for reducing our environmental impact:,AA-000048
215486,✈️ @AmericanAir why so stingy? I asked for ginger ale and got one small cup. Why not the whole can? Are we still in a recession? Am I crazy? https://t.co/BvuVaAV3ee,2017-08-30 19:37:38+00:00,215485,"@167209 We're sure if you let our crew know, our team would be glad to accommodate.",Wed Aug 30 21:04:54 +0000 2017,✈️ why so stingy? I asked for ginger ale and got one small cup. Why not the whole can? Are we still in a recession? Am I crazy?,"We're sure if you let our crew know, our team would be glad to accommodate.",AA-000049
865977,@AmericanAir when are you going to get rid of these old MD-80 tin cans?,2017-08-31 17:27:47+00:00,865976,@325639 We'll have the youngest fleet in the industry by the end of 2017. There's plenty of new shiny planes coming to an airport near you!,Thu Aug 31 19:05:58 +0000 2017,when are you going to get rid of these old MD-80 tin cans?,We'll have the youngest fleet in the industry by the end of 2017. There's plenty of new shiny planes coming to an airport near you!,AA-000050
865973,@AmericanAir I know I see them when I board this MD-80. Why can't you put one on the DFW-DTW route #planeenvy,2017-08-31 19:08:01+00:00,865971,@325639 Our MD 80's will all be off to their retirement village very soon!,Thu Aug 31 20:31:45 +0000 2017,I know I see them when I board this MD-80. Why can't you put one on the DFW-DTW route #planeenvy,Our MD 80's will all be off to their retirement village very soon!,AA-000051
435061,@120943 @AmericanAir TSA says that you removed precheck from Term B @ PHL. Why?? When will you be bringing it back? Or should I fly Frontier? 😳,2017-09-05 12:09:38+00:00,435059,"@218347 We always want to provide you with the best options. However, things can change due to operational reasons.",Tue Sep 05 12:24:53 +0000 2017,TSA says that you removed precheck from Term B @ PHL. Why?? When will you be bringing it back? Or should I fly Frontier? 😳,"We always want to provide you with the best options. However, things can change due to operational reasons.",AA-000052
435060,"@AmericanAir 5) WHY DO YOUR LOW-COST COMPETITORS OFFER THIS WHEN YOU DO NOT, ESPECIALLY WHEN YOU OPERATE 73% OF ALL FLIGHTS FROM PHL???",2017-09-05 12:28:20+00:00,435062,@218347 Things are subject to change based on operational reasons. Please continue working with @120944 for any questions.,Tue Sep 05 13:04:40 +0000 2017,"5) WHY DO YOUR LOW-COST COMPETITORS OFFER THIS WHEN YOU DO NOT, ESPECIALLY WHEN YOU OPERATE 73% OF ALL FLIGHTS FROM PHL???",Things are subject to change based on operational reasons. Please continue working with for any questions.,AA-000053
411867,"Hey @AmericanAir, this remodeled @19396 at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉 https://t.co/1pFr2ircof",2017-09-06 11:52:13+00:00,411866,"@213251 We're so glad you're liking the new Club at Chicago, Mike!",Wed Sep 06 13:13:46 +0000 2017,"Hey , this remodeled at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉","We're so glad you're liking the new Club at Chicago, Mike!",AA-000054
411864,"@AmericanAir 😀 service has been great too. 

... so no sneak peek then? 🤣",2017-09-06 13:20:12+00:00,411862,"@213251 We like the suspense, Mike! You'll get to see it real soon.",Wed Sep 06 14:41:05 +0000 2017,😀 service has been great too. ... so no sneak peek then? 🤣,"We like the suspense, Mike! You'll get to see it real soon.",AA-000055
1684322,@AmericanAir ACK! App crashed right at TSA checkpoint. Updated this AM too. Had to get out of line and get printed BP. Pls help performance!,2017-09-13 13:28:28+00:00,1684321,"@511866 We're sorry that this happened, Julie. We'd like to let our App team know. What's the make/model of your device?",Wed Sep 13 15:39:42 +0000 2017,ACK! App crashed right at TSA checkpoint. Updated this AM too. Had to get out of line and get printed BP. Pls help performance!,"We're sorry that this happened, Julie. We'd like to let our App team know. What's the make/model of your device?",AA-000056
1684319,"@AmericanAir iPhone 6s - thank u!  
Also: CLT-SFO now, wifi is really spotty.  I'm in tech so sympathetic, but these fixes would be HUGE for customers :)",2017-09-13 15:46:02+00:00,1684317,"@511866 Thanks, we're very sorry for any inconvenience, but will share your comments with our App team right away.",Wed Sep 13 17:44:16 +0000 2017,"iPhone 6s - thank u! Also: CLT-SFO now, wifi is really spotty. I'm in tech so sympathetic, but these fixes would be HUGE for customers :)","Thanks, we're very sorry for any inconvenience, but will share your comments with our App team right away.",AA-000057
232494,@AmericanAir unaccompanied minor fees at time of purchase or time of flight?,2017-09-14 21:02:44+00:00,232493,"@116949 If you're paying for the whole trip, it can be done at either time. If only one part, it's collected on day of departure.",Thu Sep 14 22:13:35 +0000 2017,unaccompanied minor fees at time of purchase or time of flight?,"If you're paying for the whole trip, it can be done at either time. If only one part, it's collected on day of departure.",AA-000058
232492,@AmericanAir I'm paying for one way back to me so it would be paid the day she travels?,2017-09-14 22:51:32+00:00,232491,@116949 You'd pay the charge at the airport when you check her in. See you both soon.,Thu Sep 14 23:55:57 +0000 2017,I'm paying for one way back to me so it would be paid the day she travels?,You'd pay the charge at the airport when you check her in. See you both soon.,AA-000059
215484,@AmericanAir I got the whole can this time. Thank you @AmericanAir 🙏🏾✈️ https://t.co/KDHW7diANm,2017-09-15 18:15:54+00:00,215483,"@167209 Treat yo self, Will. Always great to have you on board.",Fri Sep 15 19:27:29 +0000 2017,I got the whole can this time. Thank you 🙏🏾✈️,"Treat yo self, Will. Always great to have you on board.",AA-000060
838512,@AmericanAir #crapyairline look what you made me view @5119 https://t.co/C1pUwEMxQt,2017-09-15 18:34:55+00:00,838510,"@319536 We're sorry for the cancellation but if you work with our team, they'll assist you with rebooking the next available flight.",Fri Sep 15 19:30:10 +0000 2017,#crapyairline look what you made me view,"We're sorry for the cancellation but if you work with our team, they'll assist you with rebooking the next available flight.",AA-000061
2537417,Hey @AmericanAir my wife had been trying to complete the video interview but it has been giving her issues.,2017-09-19 14:54:24+00:00,2537415,@721748 Please have her reach out to her talent service leader. They'll be happy to help.,Tue Sep 19 15:04:07 +0000 2017,Hey my wife had been trying to complete the video interview but it has been giving her issues.,Please have her reach out to her talent service leader. They'll be happy to help.,AA-000062
1642016,@AmericanAir You really need to fix things at LGA. Switching to @Delta,2017-09-23 00:28:19+00:00,1642014,"@501944 What's going on, Matt. We're listening.",Sat Sep 23 01:28:51 +0000 2017,You really need to fix things at LGA. Switching to,"What's going on, Matt. We're listening.",AA-000063
346219,Like it doesn't even make sense to wait longer to board the plane than it does to arrive to my destination @AmericanAir 🙄😔,2017-09-23 03:57:35+00:00,346218,@170350 Our team does all possible to avoid delays. We're sorry for the extra wait.,Sat Sep 23 04:07:17 +0000 2017,Like it doesn't even make sense to wait longer to board the plane than it does to arrive to my destination 🙄😔,Our team does all possible to avoid delays. We're sorry for the extra wait.,AA-000064
346217,@AmericanAir Does @AmericanAir just ignore its customers? So much for having a credit card with them. Not even gold status gets you anything (my hubby),2017-09-23 04:27:26+00:00,346215,"@170350 We'd like to take a further look for you, Diana. Please meet us in DM with your record locator.",Sat Sep 23 04:29:02 +0000 2017,Does just ignore its customers? So much for having a credit card with them. Not even gold status gets you anything (my hubby),"We'd like to take a further look for you, Diana. Please meet us in DM with your record locator.",AA-000065
1642015,"@AmericanAir Always late, too much fuel, not enough fuel, over weight...no pilot take your pick",2017-09-23 16:11:07+00:00,1642017,@501944 We want to keep things simple and apologize for the complications. We look forward to turning things around during your next flight with us.,Sat Sep 23 16:16:00 +0000 2017,"Always late, too much fuel, not enough fuel, over weight...no pilot take your pick",We want to keep things simple and apologize for the complications. We look forward to turning things around during your next flight with us.,AA-000066
766888,@AmericanAir case has been opened &amp; no lock put back thnx for nothing #poorservice #NeverAgain,2017-09-24 01:26:31+00:00,766886,@303284 We're so sorry for the lost lock. Our friends at @120944 work hard to return your items the way they were received.,Sun Sep 24 01:33:06 +0000 2017,case has been opened & no lock put back thnx for nothing #poorservice #NeverAgain,We're so sorry for the lost lock. Our friends at work hard to return your items the way they were received.,AA-000067
