customer_tweet_id,customer_text,customer_time,agent_tweet_id,agent_text,agent_time,customer_clean,agent_clean,pair_id
368425,@VirginAmerica So missing my @VirginAmerica exp. iI am on an @AmericanAir  flight that is stuck in the 20th century!,2017-09-30 18:03:39+00:00,368424,@203296 We're updating our fleet daily and on track to have the youngest in the industry by 2018. Take a look here: https://t.co/Cqtk8kHZip,Sat Sep 30 18:09:48 +0000 2017,So missing my exp. iI am on an flight that is stuck in the 20th century!,We're updating our fleet daily and on track to have the youngest in the industry by 2018. Take a look here:,AA-000089
752344,"Just watched @AmericanAir lose 2 customers (including myself) due to inflexible, outdated policies. #Delta",2017-10-01 18:14:25+00:00,752343,"@299811 We'd much rather continue sharing the skies with you, what's going on and how can we help?",Sun Oct 01 18:41:35 +0000 2017,"Just watched lose 2 customers (including myself) due to inflexible, outdated policies. #Delta","We'd much rather continue sharing the skies with you, what's going on and how can we help?",AA-000095
298402,Unfortunately this delay is not acceptable. Flight @AmericanAir #AA4279. You have changed time three times on Monday morning.,2017-10-02 11:15:37+00:00,298400,"@187102 Our apologies for the late start, we'll get you up and on your way as quickly as we can!",Mon Oct 02 11:29:40 +0000 2017,Unfortunately this delay is not acceptable. Flight #AA4279. You have changed time three times on Monday morning.,"Our apologies for the late start, we'll get you up and on your way as quickly as we can!",AA-000097
818165,@AmericanAir cuándo van a dar respuesta por los reclamos efectuados por el vuelo 931 MIA - EZE del 26/09?,2017-10-02 15:08:57+00:00,818163,@314875 Customer Relations has received your concerns and will be in touch with you directly!,Mon Oct 02 15:18:42 +0000 2017,cuándo van a dar respuesta por los reclamos efectuados por el vuelo 931 MIA - EZE del 26/09?,Customer Relations has received your concerns and will be in touch with you directly!,AA-000100
192389,@AmericanAir wanna know why I was asked to pay while passangers in the same boarding group 9 were not asked.Was it because I dont live in US,2017-10-03 01:18:12+00:00,192388,@161192 It sounds like you purchased a Basic Economy ticket and our gate reader makes us aware. Here's more info: https://t.co/MKvFFVWJdz,Tue Oct 03 01:52:44 +0000 2017,wanna know why I was asked to pay while passangers in the same boarding group 9 were not asked.Was it because I dont live in US,It sounds like you purchased a Basic Economy ticket and our gate reader makes us aware. Here's more info:,AA-000106
219702,Why does a plane board from front to back @AmericanAir? #easytofix #badux,2017-10-03 13:48:58+00:00,219701,@168379 We want to board our customers the fastest way we can to ensure an on time departure: https://t.co/ro6Ga4r4c4,Tue Oct 03 13:53:41 +0000 2017,Why does a plane board from front to back ? #easytofix #badux,We want to board our customers the fastest way we can to ensure an on time departure:,AA-000111
262918,@AmericanAir I've spoken to 3 other musicians who just today made the same mistake and had to bargain with your gate technicians to not pay $50 a bag,2017-10-03 19:34:55+00:00,262920,@178645 We know how important instruments are and want to make sure all of the procedures are understood prior to arrival at the airport.,Tue Oct 03 20:34:55 +0000 2017,I've spoken to 3 other musicians who just today made the same mistake and had to bargain with your gate technicians to not pay $50 a bag,We know how important instruments are and want to make sure all of the procedures are understood prior to arrival at the airport.,AA-000122
239312,@AmericanAir pilot just said we are “waiting for a mechanic to come and ‘tighten down’ a few screws.” Not sure if 😂 or 😳 ... @151271,2017-10-03 22:40:48+00:00,239311,"@172860 We never mean to cause you any concern. Once we can ensure it's safe to fly, we'll have you wheels up! You're in great hands.",Tue Oct 03 23:01:28 +0000 2017,pilot just said we are “waiting for a mechanic to come and ‘tighten down’ a few screws.” Not sure if 😂 or 😳 ...,"We never mean to cause you any concern. Once we can ensure it's safe to fly, we'll have you wheels up! You're in great hands.",AA-000127
180195,"@AmericanAir We where deplaned/malfunction, but hey blame it on the rain 🤥",2017-10-04 02:50:56+00:00,180194,"@158399 Our apologies, we do see it was originally maintenance, and then the incoming replacement was delayed by Air Traffic Control.",Wed Oct 04 02:55:21 +0000 2017,"We where deplaned/malfunction, but hey blame it on the rain 🤥","Our apologies, we do see it was originally maintenance, and then the incoming replacement was delayed by Air Traffic Control.",AA-000138
180183,"@AmericanAir That’s wonderful but it’s too late to be happy, ORDis a hub, seriously no other planes available?? This plane is old, not remarked, old paint seats and bad ac. Wonder why I’m not happy??",2017-10-04 02:54:35+00:00,180182,"@158397 We hear you, Ray. We're very sorry for the frustration this has caused you.",Wed Oct 04 02:59:20 +0000 2017,"That’s wonderful but it’s too late to be happy, ORDis a hub, seriously no other planes available?? This plane is old, not remarked, old paint seats and bad ac. Wonder why I’m not happy??","We hear you, Ray. We're very sorry for the frustration this has caused you.",AA-000139
180179,@AmericanAir Sorry but expecting a 745 am flight out of San Jose and now landing @4254 am at DCA is unacceptable.,2017-10-04 03:03:00+00:00,180178,"@158396 David, we hear you and are here to help. Please meet us in DMs and provide your info so we can try to assist.",Wed Oct 04 03:11:23 +0000 2017,Sorry but expecting a 745 am flight out of San Jose and now landing am at DCA is unacceptable.,"David, we hear you and are here to help. Please meet us in DMs and provide your info so we can try to assist.",AA-000142
180175,@AmericanAir I'm landing at the remote terminal for 5,2017-10-04 03:11:48+00:00,180173,"@158395 If your connection is missed, we have you packed up on the next flight to Miami to make your international flight.",Wed Oct 04 03:13:34 +0000 2017,I'm landing at the remote terminal for 5,"If your connection is missed, we have you packed up on the next flight to Miami to make your international flight.",AA-000146
180768,@AmericanAir Flight 1127 seat 23A. The headphone jack didn’t work at all and the USB was loose and only worked on occasion.,2017-10-04 03:23:20+00:00,180770,"@158488 Our apologies for the troubles on board, Ryan. We'll get this over to our team so we can get it fixed as quickly as possible.",Wed Oct 04 03:36:24 +0000 2017,Flight 1127 seat 23A. The headphone jack didn’t work at all and the USB was loose and only worked on occasion.,"Our apologies for the troubles on board, Ryan. We'll get this over to our team so we can get it fixed as quickly as possible.",AA-000149
2041982,Flight from @116147 landed 45 min early in @125872. Nice work @AmericanAir !,2017-10-04 03:24:13+00:00,2041981,"@603791 Thanks, Jim. Time is valuable and we’re thrilled to hear we shaved off 45 minutes off of our scheduled arrival time. Have a great night!",Wed Oct 04 03:38:16 +0000 2017,Flight from landed 45 min early in . Nice work !,"Thanks, Jim. Time is valuable and we’re thrilled to hear we shaved off 45 minutes off of our scheduled arrival time. Have a great night!",AA-000151
2041993,@AmericanAir was on flight 931 yesterday. Sudden Changes in flights &amp; mandatory check in of the stroller made travelling with infant  awful,2017-10-04 04:42:59+00:00,2041991,"@603795 We want to take great care of you and your little on, Neeti. You're welcome to gate check strollers up to 20 lbs. https://t.co/RbICpbO1ka",Wed Oct 04 05:00:58 +0000 2017,was on flight 931 yesterday. Sudden Changes in flights & mandatory check in of the stroller made travelling with infant awful,"We want to take great care of you and your little on, Neeti. You're welcome to gate check strollers up to 20 lbs.",AA-000176
181698,Here we go again @AmericanAir delayed bag. What’s with the LAZY baggage handlers?! Seriously considering quiting for good!! #burnedenough,2017-10-04 04:44:00+00:00,181697,@158690 We're sorry for the wait. We'll get your bag back to you as soon as possible.,Wed Oct 04 05:01:14 +0000 2017,Here we go again delayed bag. What’s with the LAZY baggage handlers?! Seriously considering quiting for good!! #burnedenough,We're sorry for the wait. We'll get your bag back to you as soon as possible.,AA-000177
181700,@AmericanAir is almost just as much of a headache as @116450 #nothingIcando #4daysnosleep,2017-10-04 04:58:57+00:00,181699,"@158691 That's not what we like to hear. Let us know if we can help somehow, Chris.",Wed Oct 04 05:07:51 +0000 2017,is almost just as much of a headache as #nothingIcando #4daysnosleep,"That's not what we like to hear. Let us know if we can help somehow, Chris.",AA-000180
180171,@AmericanAir Great answer and thank you!,2017-10-04 05:24:46+00:00,180172,@158394 You're very welcome!,Wed Oct 04 05:26:42 +0000 2017,Great answer and thank you!,You're very welcome!,AA-000186
181672,@AmericanAir where is my refund,2017-10-04 05:52:41+00:00,181674,"@158683 If your flight is delayed an hour or more and you choose not to fly with us, you can request a refund here: https://t.co/xM8Vkc7BvM",Wed Oct 04 05:54:40 +0000 2017,where is my refund,"If your flight is delayed an hour or more and you choose not to fly with us, you can request a refund here:",AA-000191
184981,@AmericanAir TWITTER WORLD BEWARE.  Flt 696 Lax-CLT delayed an hr so flt attendant can go back to hotel to get her purse.  Boycott American!,2017-10-04 05:59:29+00:00,184980,@158683 We see you should be in the air very shortly and our team will be making up time so your delay will be minimal.,Wed Oct 04 06:20:15 +0000 2017,TWITTER WORLD BEWARE. Flt 696 Lax-CLT delayed an hr so flt attendant can go back to hotel to get her purse. Boycott American!,We see you should be in the air very shortly and our team will be making up time so your delay will be minimal.,AA-000193
184979,@AmericanAir you are still charging $150 to cancel Pr flights? Incredible.,2017-10-04 06:09:25+00:00,184978,"@159506 We have some change options available, Mindy. Take a look here for more info: https://t.co/kNkPUilgez",Wed Oct 04 06:21:08 +0000 2017,you are still charging $150 to cancel Pr flights? Incredible.,"We have some change options available, Mindy. Take a look here for more info:",AA-000194
606050,@AmericanAir I was able to work directly with a specialist on site I will also keep your team up to date.,2017-10-04 06:10:12+00:00,606052,@196738 We're happy to hear that.,Wed Oct 04 06:22:29 +0000 2017,I was able to work directly with a specialist on site I will also keep your team up to date.,We're happy to hear that.,AA-000195
181872,Had a shitty experience with my @AmericanAir flight and I'm so tired and I'm having stomach issues. Work is gonna suck.,2017-10-04 07:05:10+00:00,181869,@158742 That's not what we like to hear. We only want great experiences when you fly with us.,Wed Oct 04 07:05:47 +0000 2017,Had a shitty experience with my flight and I'm so tired and I'm having stomach issues. Work is gonna suck.,That's not what we like to hear. We only want great experiences when you fly with us.,AA-000205
181857,.Just wanted to say how helpful baggage assistance / lost baggage were at T3 LHR @AmericanAir @British_Airways - especially Patrick!,2017-10-04 07:51:15+00:00,181856,"@158738 Our #AATeam loves taking care of you. DM your record locator so we can pass this along, Neel.",Wed Oct 04 07:52:52 +0000 2017,.Just wanted to say how helpful baggage assistance / lost baggage were at T3 LHR - especially Patrick!,"Our #AATeam loves taking care of you. DM your record locator so we can pass this along, Neel.",AA-000211
181841,@AmericanAir Thank you for your excellent crew! Passengers were very appreciative when we touched down.,2017-10-04 08:23:05+00:00,181840,@158736 We've got the best in the business and we're always happy to take excellent care of you. Thanks for the kudos for our #AATeam.,Wed Oct 04 08:26:31 +0000 2017,Thank you for your excellent crew! Passengers were very appreciative when we touched down.,We've got the best in the business and we're always happy to take excellent care of you. Thanks for the kudos for our #AATeam.,AA-000215
181823,@AmericanAir Very relaxing overnight flight PHL to LHR. Disappointed to see staff 'stealing' drinks. Do you not pay them enough?,2017-10-04 08:59:39+00:00,181821,@158732 What's going on Bob? DM us your record locator and more info.,Wed Oct 04 09:00:17 +0000 2017,Very relaxing overnight flight PHL to LHR. Disappointed to see staff 'stealing' drinks. Do you not pay them enough?,What's going on Bob? DM us your record locator and more info.,AA-000219
198277,"Hey @AmericanAir don't lie to me and say my bag is oversized when you force me to check my bag. I fly all the time, you guys are pathetic.",2017-10-04 09:23:19+00:00,198276,@162608 We'd like to pass this info on to review internally. Meet us in DM with your record locator.,Wed Oct 04 09:24:11 +0000 2017,"Hey don't lie to me and say my bag is oversized when you force me to check my bag. I fly all the time, you guys are pathetic.",We'd like to pass this info on to review internally. Meet us in DM with your record locator.,AA-000222
198238,Good morning @AmericanAir &amp; FLL. See you soon DFW and TUC.,2017-10-04 10:33:18+00:00,198237,@159672 Good morning! *waves intensely*,Wed Oct 04 10:37:29 +0000 2017,Good morning & FLL. See you soon DFW and TUC.,Good morning! *waves intensely*,AA-000229
192410,@AmericanAir gate it was at LITERALLY ONE HOUR LATER when my flight landed and the car seat wasn't at my arrival landing,2017-10-04 11:26:01+00:00,192411,"@161196 We want to get you reunited as quickly as we can, please follow and DM additional details.",Wed Oct 04 11:31:19 +0000 2017,gate it was at LITERALLY ONE HOUR LATER when my flight landed and the car seat wasn't at my arrival landing,"We want to get you reunited as quickly as we can, please follow and DM additional details.",AA-000241
198227,@AmericanAir I will be calling today to file a complaint,2017-10-04 11:32:44+00:00,198226,@162597 We’re happy to listen here via DM if you’d like too. Please give a quick follow and DM details,Wed Oct 04 11:47:10 +0000 2017,I will be calling today to file a complaint,We’re happy to listen here via DM if you’d like too. Please give a quick follow and DM details,AA-000242
192424,@AmericanAir i need a phone number for lost and found.,2017-10-04 12:11:14+00:00,192423,"@161200 If you haven't, please file a claim via: https://t.co/JsEGHYNki5 They stay in touch with you of any updates or new info available.",Wed Oct 04 12:15:17 +0000 2017,i need a phone number for lost and found.,"If you haven't, please file a claim via: They stay in touch with you of any updates or new info available.",AA-000259
198207,@AmericanAir AA thinks travelers who have paid for 2 seats should put their young children on the floor so they can make more $???,2017-10-04 12:13:12+00:00,198205,"@161177 We'd like to help if we can, Stephanie. DM your record locator and let us know more details.",Wed Oct 04 12:14:07 +0000 2017,AA thinks travelers who have paid for 2 seats should put their young children on the floor so they can make more $???,"We'd like to help if we can, Stephanie. DM your record locator and let us know more details.",AA-000260
192400,"@AmericanAir Suffice it to say that I'm constantly asked about a ""3rd bag"" (ie small cooler) &amp; get neg comments from your staff even when I say it's BM.",2017-10-04 12:14:31+00:00,192399,@161195 Additional questions may be asked when bringing along extra items. Our apologies for any frustration. This feedback has been sent on.,Wed Oct 04 12:27:20 +0000 2017,"Suffice it to say that I'm constantly asked about a ""3rd bag"" (ie small cooler) & get neg comments from your staff even when I say it's BM.",Additional questions may be asked when bringing along extra items. Our apologies for any frustration. This feedback has been sent on.,AA-000261
192372,The pilot on @AmericanAir flight 781 is hilarious! #thankyou 😂 #traveldiaries,2017-10-04 12:25:59+00:00,192371,@161191 Sounds like they're multi-talented! #AAwesome,Wed Oct 04 12:41:15 +0000 2017,The pilot on flight 781 is hilarious! #thankyou 😂 #traveldiaries,Sounds like they're multi-talented! #AAwesome,AA-000268
192370,"@AmericanAir It was necessary to check my carry on bag through because of ""no room in the overhead bins"" #AmericanAirlines #wastingmytime https://t.co/avCrCgGP6Y",2017-10-04 12:26:48+00:00,192369,"@161190 We gauge overhead space to the best we can, please DM your record locator so we may share this with our team.",Wed Oct 04 12:42:14 +0000 2017,"It was necessary to check my carry on bag through because of ""no room in the overhead bins"" #AmericanAirlines #wastingmytime","We gauge overhead space to the best we can, please DM your record locator so we may share this with our team.",AA-000269
2043065,I could really use an Admirals Club connect with @AmericanAir,2017-10-04 12:46:18+00:00,2043064,@604166 We'd love for you to relax and enjoy all the wonderful amenities of our lounge.  Take a peek here on membership: https://t.co/JYv26kWUoP,Wed Oct 04 12:57:11 +0000 2017,I could really use an Admirals Club connect with,We'd love for you to relax and enjoy all the wonderful amenities of our lounge. Take a peek here on membership:,AA-000280
192336,@AmericanAir Thank you for your help!!,2017-10-04 13:14:51+00:00,192335,"@161175 That's what we're here for, Amanda! Tweet us if you need us.",Wed Oct 04 13:17:54 +0000 2017,Thank you for your help!!,"That's what we're here for, Amanda! Tweet us if you need us.",AA-000288
185783,"@AmericanAir Even the flight attendant admitted, ""Omg those were the best--I was so upset when we stopped offering it!""",2017-10-04 13:23:21+00:00,185782,"@115892 They sound pretty tasty, Bryce. Thanks again for letting us know, we always like seeing our frequent flyers happy!",Wed Oct 04 13:25:17 +0000 2017,"Even the flight attendant admitted, ""Omg those were the best--I was so upset when we stopped offering it!""","They sound pretty tasty, Bryce. Thanks again for letting us know, we always like seeing our frequent flyers happy!",AA-000292
185746,Reposting again since others are being deleted somehow.. are they ashamed of something? Should have used @JetBlue or @AmericanAir https://t.co/NNpPlLrSrw,2017-10-04 14:14:17+00:00,185745,"@159683 Tracey, we sure wouldn't want you to miss such an important day for your son. Please call our Reservations team at 800-433-7300.",Wed Oct 04 14:21:28 +0000 2017,Reposting again since others are being deleted somehow.. are they ashamed of something? Should have used or,"Tracey, we sure wouldn't want you to miss such an important day for your son. Please call our Reservations team at 800-433-7300.",AA-000309
185714,@AmericanAir OK shared,2017-10-04 14:23:15+00:00,185713,@159674 Check your DMs for our response.,Wed Oct 04 14:47:04 +0000 2017,OK shared,Check your DMs for our response.,AA-000313
633142,@AmericanAir If u r not part of the solution in making it easier for ur elite flyers to make flight changes as needed the u r the problem,2017-10-04 15:29:29+00:00,633141,@162596 Your feedback about changes and routing is truly valued and appreciated.,Wed Oct 04 15:35:46 +0000 2017,If u r not part of the solution in making it easier for ur elite flyers to make flight changes as needed the u r the problem,Your feedback about changes and routing is truly valued and appreciated.,AA-000339
210724,"@AmericanAir After an interesting trip and multiple cancellation, American and their hard working agents have done the right thing THANK YOU",2017-10-04 15:35:27+00:00,210723,@165869 We're so glad we could help turn this situation around! Have a fantastic morning.,Wed Oct 04 15:37:36 +0000 2017,"After an interesting trip and multiple cancellation, American and their hard working agents have done the right thing THANK YOU",We're so glad we could help turn this situation around! Have a fantastic morning.,AA-000343
633131,A little pre flight sustenance before my flight.  Loving the new @AmericanAir #Flagship Lounge at @129841 https://t.co/9Lmu121TFU,2017-10-04 15:42:24+00:00,633130,"@163673 Can't beat that breakfast, and that AAwesome #AAmericanview. Have a wonderful flight.",Wed Oct 04 15:50:54 +0000 2017,A little pre flight sustenance before my flight. Loving the new #Flagship Lounge at,"Can't beat that breakfast, and that AAwesome #AAmericanview. Have a wonderful flight.",AA-000346
210695,.@AmericanAir’s boarding music is the absolute best. This month’s playlist includes @32203 and @76622 among others. 👌🏻🎧 https://t.co/gnJjwsVjID,2017-10-04 15:54:03+00:00,210694,"@165864 What can we say? Only the best for you, Max.",Wed Oct 04 16:07:41 +0000 2017,.’s boarding music is the absolute best. This month’s playlist includes and among others. 👌🏻🎧,"What can we say? Only the best for you, Max.",AA-000351
185726,@AmericanAir Glad I scheduled that 1pm meeting.... https://t.co/zklEBXueO3,2017-10-04 16:01:32+00:00,185729,"@159676 We're sorry for the delay this morning, Dustin. It looks like the aircraft had a previous maintenance delay.",Wed Oct 04 16:15:00 +0000 2017,Glad I scheduled that 1pm meeting....,"We're sorry for the delay this morning, Dustin. It looks like the aircraft had a previous maintenance delay.",AA-000355
2041999,@Delta @116450 @AmericanAir I can't get thru on my phone without a European SIM card,2017-10-04 16:26:40+00:00,2041998,@603798 We're sorry for your loss. Our lowest fares can be found online here: https://t.co/iJWiiS4WLg. Or at Reservations: https://t.co/Y3rvFiW5bQ.,Wed Oct 04 16:59:18 +0000 2017,I can't get thru on my phone without a European SIM card,We're sorry for your loss. Our lowest fares can be found online here: Or at Reservations:,AA-000366
210644,Well... @119341 is here and so are we... @AmericanAir 😂 can I get an upgrade? https://t.co/MC9ThDZIjA,2017-10-04 16:48:37+00:00,210642,@165847 You can always check upgrade options for our flights with our Reservations team or here via DM.,Wed Oct 04 17:08:27 +0000 2017,Well... is here and so are we... 😂 can I get an upgrade?,You can always check upgrade options for our flights with our Reservations team or here via DM.,AA-000372
210646,"@AmericanAir I always preferred American over United, this is so ridiculous.",2017-10-04 16:55:27+00:00,210645,"@165848 We offer many fare option, including Main Cabin fares that including a carry-on. Check details here: https://t.co/MKvFFVWJdz.",Wed Oct 04 17:06:21 +0000 2017,"I always preferred American over United, this is so ridiculous.","We offer many fare option, including Main Cabin fares that including a carry-on. Check details here:",AA-000376
210641,"@AmericanAir AA Ref#1-25227414385
   why haven't i heard back",2017-10-04 17:07:12+00:00,210638,"@165841 We'll check on that for you, and get back with you for an update as soon as we can.",Wed Oct 04 17:08:29 +0000 2017,AA Ref#1-25227414385 why haven't i heard back,"We'll check on that for you, and get back with you for an update as soon as we can.",AA-000378
210622,"@AmericanAir It was Flt 2386
3+ hour delay
First you de-fueled rolled out to the runway then went back to the gate for more fuel",2017-10-04 17:17:38+00:00,210620,@165842 The flights were delayed due to the weather. With these type of circumstances we're unable to  offer any resolution.,Wed Oct 04 17:34:43 +0000 2017,It was Flt 2386 3+ hour delay First you de-fueled rolled out to the runway then went back to the gate for more fuel,The flights were delayed due to the weather. With these type of circumstances we're unable to offer any resolution.,AA-000382
210631,@AmericanAir you should train your staff onnhow to talk nice to people.  Especially young travelers,2017-10-04 17:21:58+00:00,210630,@165844 Please let know more details via DM about what happened at the airport today.,Wed Oct 04 17:28:29 +0000 2017,you should train your staff onnhow to talk nice to people. Especially young travelers,Please let know more details via DM about what happened at the airport today.,AA-000383
633099,I’m sooooo spoiled.  Thank you @AmericanAir  I’m loving this hospitality! https://t.co/29Xu1BPCWC,2017-10-04 17:29:21+00:00,633098,@163673 You know we love to spoil you!,Wed Oct 04 17:43:25 +0000 2017,I’m sooooo spoiled. Thank you I’m loving this hospitality!,You know we love to spoil you!,AA-000385
210619,@AmericanAir  this is unacceptable... you don't treat your customers like this https://t.co/EVYyKUJKVC,2017-10-04 17:32:23+00:00,210618,@165841 Our apologies that you haven't had a response yet. We'll look into this further and get back to you via DM soon.,Wed Oct 04 17:37:04 +0000 2017,this is unacceptable... you don't treat your customers like this,Our apologies that you haven't had a response yet. We'll look into this further and get back to you via DM soon.,AA-000391
201720,Thanks a lot to Doug Parker and the horrible USAir team for making @AmericanAir an apathetic mass of uselessness,2017-10-04 17:49:52+00:00,201719,@163648 We feel your frustration and we're sorry we've upset you. We'll get everyone on and wheels up as quickly as we can.,Wed Oct 04 17:53:35 +0000 2017,Thanks a lot to Doug Parker and the horrible USAir team for making an apathetic mass of uselessness,We feel your frustration and we're sorry we've upset you. We'll get everyone on and wheels up as quickly as we can.,AA-000396
201680,"Hey @AmericanAir - easy one today, AA470 CLT-SAN, was in 3A, now 1A. What happened?",2017-10-04 17:59:10+00:00,201679,"@131500 We're not showing you were reserved for seat 3A, only seat 1A since the upgrade cleared.",Wed Oct 04 18:08:07 +0000 2017,"Hey - easy one today, AA470 CLT-SAN, was in 3A, now 1A. What happened?","We're not showing you were reserved for seat 3A, only seat 1A since the upgrade cleared.",AA-000405
201742,.@AmericanAir really really nasty first class flight attendant today on aa1685. Can't imagine how she got the job.,2017-10-04 18:08:20+00:00,201740,@163653 What happened during your flight? Please DM details so we can forward it on to Flight Service.,Wed Oct 04 18:22:47 +0000 2017,. really really nasty first class flight attendant today on aa1685. Can't imagine how she got the job.,What happened during your flight? Please DM details so we can forward it on to Flight Service.,AA-000408
201729,"@AmericanAir Oh yeah? How about you let me use any of my 34 500-mile upgrades? Just kidding, rules are rules...",2017-10-04 18:26:28+00:00,201727,"@163650 We would if we could, Luis.",Wed Oct 04 18:36:16 +0000 2017,"Oh yeah? How about you let me use any of my 34 500-mile upgrades? Just kidding, rules are rules...","We would if we could, Luis.",AA-000414
624601,"Multiple delays, missing planes + 4 hours later, we’re off to @151271 @AmericanAir staff @268272 were AWESOME. Great #CustomerService 👍 https://t.co/rXJEjGy5Iw",2017-10-04 18:33:55+00:00,624600,"@268271 We're sorry for the delays, but we're thrilled that our OKC #AATeam was #AAwesome! Thanks for your kind words.",Wed Oct 04 18:44:24 +0000 2017,"Multiple delays, missing planes + 4 hours later, we’re off to staff were AWESOME. Great #CustomerService 👍","We're sorry for the delays, but we're thrilled that our OKC #AATeam was #AAwesome! Thanks for your kind words.",AA-000419
201668,"@AmericanAir We checked in 24 hrs in advance for tmrw, printed boarding passes and our assigned seats are 8 rows apart.",2017-10-04 18:52:09+00:00,201666,@163636 Our airport folks will see if anything closer together is available so please check at the gate.,Wed Oct 04 19:16:16 +0000 2017,"We checked in 24 hrs in advance for tmrw, printed boarding passes and our assigned seats are 8 rows apart.",Our airport folks will see if anything closer together is available so please check at the gate.,AA-000431
624482,@AmericanAir managed to screw up my travel plans going and returning from a 2-day trip. And then they say I have to use web customer service,2017-10-04 19:03:32+00:00,624480,"@268245 We'd be happy to take a look from here, please DM us more information on what happened.",Wed Oct 04 19:18:06 +0000 2017,managed to screw up my travel plans going and returning from a 2-day trip. And then they say I have to use web customer service,"We'd be happy to take a look from here, please DM us more information on what happened.",AA-000436
